date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
19-Jul-18	13:28:35	6563755	Arthur Morgan	"945 Roberts Junctions Suite 296
Susanville, WI 98876"	6652279910	Black  Spot	The echo works fine but then you get indundated with &#34;Things to try&#34;. I am not a 10 year old that needs stimulus to tell me to do things. I found there is no way to turn this off except for .... turning off the screen. If I cannot find a suitable fix for this it goes back.	2	0
30-Jul-18	22:00:31	2612288	Isaiah Marshall	"06638 Whitney Cliff
Douglasborough, NC 77085"	4756286110	Charcoal Fabric 	Fast response which was amazing.  Clear concise answers and sound quality is fantastic.  I am still getting used to Alexia and have not usde Echo to its full extent.	4	1
28-Jul-18	15:10:55	2161995	Breanna Lewis	"62605 Hammond Walk Suite 162
Jasonside, LA 95316"	8918597980	Black  Show	Works well	5	1
28-Jul-18	09:46:18	6042613	Ryan Thomas	"3471 Janice Plains Suite 575
Carolchester, MA 36427"	754-353-9387	Black  Show	Still leaning about it. The price was right!	4	1
31-Jul-18	09:16:21	1317204	Robert Adams	"18873 Kayla Cove Suite 429
Ellenmouth, PA 94804"	(246)956-1649	Configuration: Fire TV Stick	I put it on a TV that didn’t have a great picture and it now looks like a new TV	5	1
29-Jul-18	06:44:10	1365883	Christopher Thornton	"PSC 7419, Box 7189
APO AE 30315"	232-723-8418	Black  Spot	Love this! Replaced an old alarm clock in my bedroom with this.  Love that it dims at night. Very responsive to commands.	5	1
30-Jul-18	01:43:27	7879391	Karen Ray	"371 Dixon Oval
Port David, AK 30928"	4428727747	Black  Spot	This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.	5	1
30-Jul-18	16:33:24	2380160	Garrett Moore	"717 Smith Parks Suite 984
East Carolynland, ND 79014"	3017031085	Black  Dot	PHENOMENAL	5	1
30-Jun-18	11:14:42	3800224	Amber Myers	"714 Mary Loaf
Lake Stephanieburgh, NV 79321"	2309110570	Black  Plus	We love this.	5	1
21-Jul-18	04:12:58	1291556	Brittney Fernandez	"7609 Mason Bypass Suite 781
Mercertown, GA 43485"	5708643440	Black  Plus	I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.	2	0
28-Jul-18	11:57:41	5666830	Paul Perez	"52955 Emily Lodge Apt. 284
East Samantha, AZ 79410"	717-640-6645	Black  Show	Bought it for my mother	5	1
29-Jul-18	16:33:12	209040	Kevin Stone	"973 Julia Road
Lawrencefurt, AS 94227"	(418)909-4124	Charcoal Fabric 	great sound	5	1
30-Jul-18	12:22:13	1761623	Larry Campos MD	"529 Randall Vista
Lake Angel, PW 73556"	950-572-0871	Sandstone Fabric 	awesome.understands my kids	5	1
30-Jul-18	18:20:21	8722401	Kathleen Gilmore	"54190 Jennifer Forge
Geneport, HI 19247"	828-225-0488	Black  Dot	It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.	3	1
29-Jul-18	11:40:50	7469983	William Andersen	"1432 Daniel Burg Apt. 505
South Leah, WI 82948"	811-408-3525	Charcoal Fabric 	plays great	5	1
30-Jul-18	12:34:43	4305569	Andrea Thompson	"88718 Robert Junction Suite 629
Ralphhaven, UT 27692"	(681)505-1753	Black  Dot	As Always, easy to set up	4	1
30-Jul-18	07:42:50	5481613	Karen Mcguire	"5060 Joseph Glen
West Jameshaven, MI 07235"	441-211-2378	Black  Dot	The ease in installing	5	1
29-Jul-18	02:48:38	1817299	Michael Gonzalez	"USS Carroll
FPO AP 65442"	936-555-7728	Charcoal Fabric 	Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover.	5	1
31-Jul-18	20:35:57	8468670	Michael Evans	"50703 Levy Fork Suite 875
East Jackietown, NV 14324"	(562)252-3059	Configuration: Fire TV Stick	I LOVE my Firestick.	5	1
29-Jul-18	10:33:16	1382363	Jordan White	"USCGC Higgins
FPO AA 27636"	539-800-6143	Heather Gray Fabric 	Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -	5	1
19-Jul-18	15:28:45	250744	Emily Collins	"968 French Loop
East Colleenland, TN 52349"	722-408-8221	Black  Spot	Come on - it's amaonmazing!  It's way more than a smart speaker.  It's my wake-up alarm, my security blanket, and infotainment center all-in-one.  It's my connection to the world during night hours when I'm mostly sleepy or zonked-out Zzzzzzz...  I can still access the world without my reading-glasses late at night.  It sounds amazing for its size.  It can hear me when I'm far from awake (mostly).  As they say, &#34;this is a must-have device&#34;.  Yep, that is a true statement.	5	1
30-Jul-18	23:55:31	280982	Robert Castaneda	"PSC 5671, Box 5585
APO AA 98414"	4616488601	Black  Dot	Works great and easy to set up!	5	1
8-Jul-18	02:35:29	2512940	Natasha Mathews	"489 James Wells Apt. 545
Mackenziestad, VI 05789"	795-591-1709	Black	Started here with Amazon productsAnd I regret nothing is been absolutely great journey and my products continue to improve my day-to-day life	5	1
30-Jul-18	10:02:48	4880209	Sandra Hendrix	"28444 Castro Greens Suite 140
Laurahaven, FL 51574"	6826918289	Heather Gray Fabric 	I bought this because it can control fios television. It works well. I’m hoping over time it will do more to control fios. Then I discovered all the other things Alexa can do. Play music you ask for. Great sound from Alexa. Play games. Play radio stations. Play old time radio programs like the Long Ranger. Alexa has many “apps” you can add to her abilities. The other day I played Madlibs. Great fun. Also Alexa can control household appliances. I just purchased Alexa compatible power strips to control lighting, fans and TV components. I’m looking forward to implementing this controll. You can also add other Alexa components to have chosen music to play in all rooms where the components are located.	4	1
30-Jul-18	05:06:39	6768263	Kaitlin Osborne	"2753 Oconnell Drive Suite 295
Solomonhaven, TN 38388"	364-603-4032	White  Spot	I like echo spot. I bought it to use as an alarm clock. One negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. In this case a clock with buttons seems to work better	4	1
30-Jul-18	07:50:49	1039464	Fred Cross	"170 James Parkways
Oliviabury, MN 64553"	3989913267	Black  Dot	love it	5	1
26-Jun-18	05:45:48	7266270	Kelly Roberts	"653 Park Turnpike
Brownhaven, OR 40847"	(210)395-1418	Black	I've already returned it.	1	0
30-Jul-18	07:26:31	5336109	Tara Dunn	"55775 Avila Ports Suite 210
North Tanyafurt, WV 24171"	4472792784	Black  Dot	neat tool we enjoy it with the family	5	1
28-Jul-18	04:58:07	8204958	Kevin Dillon	"831 Owen Track Apt. 803
West Jimmyville, MS 41438"	7023593031	Charcoal Fabric 	Great Prime Day Buy!	5	1
30-Jul-18	00:31:56	8691668	Danielle Tran	"890 Elizabeth Rest Apt. 973
New Melissa, MO 31456"	6094995479	Configuration: Fire TV Stick	I bought and love them. Alexa is very convenient.	5	1
29-Jul-18	11:55:21	5971125	Alan Holt	"26478 Foster Roads Suite 042
Churchhaven, DC 81775"	7007686910	Black  Show	Works with Blink video cameras.  Does not work with You Tube.	4	1
9-Jul-18	21:02:04	5099253	Mr. Fred Schultz	"65501 Holt Way
Jamieville, MN 53268"	501-525-0344	Black	Good as new	5	1
30-Jul-18	11:38:57	3847687	Brooke Reynolds	"4630 Daisy Ports
New William, IN 32768"	5985360147	White  Dot	We have six of these throughout our home and they are great.  There are times when music or talking happens randomly that may be from sensitive listening.  There should be more options to change the name of the engagement command &#34;Alexa&#34; or &#34;Computer&#34; are a little annoying.  More colors then black and white would also be a good thing.	4	1
20-Jul-18	09:24:56	5016812	Rebecca Frazier	"5207 Lutz Ridges
Fieldschester, GU 50706"	(709)833-5742	White  Spot	I bought this to replace a Dot in my bedroom. Already have a Show and a couple of full-sized Echo units in my house.The Spot is okay for what it is. Two issues, one minor and one major:-the minor one - why include the huge bezel on the front? Why not take that space and make the display larger? A total waste of usable space.-the major one, also involves the Show: I'm very used to these devices. I don't need to see &#34;Things to Try&#34; whenever I use a voice command with it (even setting it to rotate once starts this crap over again when you dare to actually use the devices). I'm not a child and I don't need to be told a hundred times how to play music on it. And having this on my nightstand and seeing these highly annoying tips is just outrageous for a unit meant to be used next to a bed. Why doesn't Amazon fix this and give us the option to turn this nonsense off? I want to see a clock face, period, not these silly nanny reminders.	3	1
29-Jul-18	18:41:39	297276	Melissa Martin	"4306 Parks Shore
Danielsbury, ND 20932"	7749178816	Heather Gray Fabric 	bought for my wife she loves it	5	1
30-Jul-18	09:30:04	3013526	Jamie Martinez	"0526 Brittany Throughway Suite 209
East Robin, GU 34031"	(789)817-0289	Black  Dot	this is my first Alexa enabled device and so far its lived up to its reputation!	4	1
30-Jul-18	07:28:34	7587385	Fernando Perez	"235 Erin Wells
North Mitchell, IN 70598"	431-694-0415	Configuration: Fire TV Stick	The Fire Stick has been amazing! Easy  setup and easy to use! An awesome deal on Prime Day!	5	1
17-May-18	20:01:53	1080607	Brittany Rodriguez	"355 Steven Road Suite 816
East Jasonmouth, AS 21150"	7027085596	White	Works perfect! There’s no difference at all between this refurb one and my new ones that I have in my house. I’ll be buying the refurbs from here on out	5	1
30-Jul-18	19:34:33	2805297	Kenneth Patel	"4698 Vanessa Wells
Nelsonmouth, AR 95364"	(455)550-7749	Black  Show	This is our second echo show.  We have a home in Mexico and one in the USA.  Now when one of us is in the other home we can easily stay in touch and see each other.  We can also drop in on the houses when we aren’t there to check on them.  We use it to turn on and off the lights and security systems in both homes.  We also have echo dots in various rooms.  We love all this technology!  We ask her many questions and she plays music for us.	5	1
8-Jun-18	02:38:29	3011202	Colton Barnes	"2992 Ramos Extension
New Lisa, MT 94882"	854-780-0563	Black	Blue light blinks all the time	3	1
30-Jul-18	07:41:11	2609236	Julie Williams	"065 Kimberly Lodge
North Josechester, DE 58983"	297-876-3256	Configuration: Fire TV Stick	I expected to have access to more current movie instead of having to pay. The easy setup was helpful and I love the speedy delivery.	4	1
29-Jul-18	06:36:38	3772631	David Beasley	"79416 Dudley Stream Suite 179
Smithfurt, ID 11946"	779-517-7136	Heather Gray Fabric 	"I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a ""smart home"". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!"	4	1
29-Jul-18	15:54:22	1711158	Christina Rice	"30502 Ashley Isle Apt. 546
Annamouth, GA 55067"	4989073480	Black	Gift for my man. He doesn’t like that you have to plug it in and the pictures do not show the cord. Would prefer it cordless. Still works though for the purpose we bought it.	3	1
23-Jul-18	08:25:26	2379515	Joshua Reese	"PSC 9161, Box 0322
APO AA 23243"	6043100921	White	This was an add on for my echo system, the refurbished product works like new!	5	1
30-Jul-18	05:27:11	2533114	Laura Curtis	"00984 Amber Canyon Suite 506
North Victoriaburgh, DC 38115"	7102479631	Configuration: Fire TV Stick	Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.	1	0
30-Jul-18	03:54:38	7599282	Danielle Andrade	"46803 Woods Crest Apt. 149
Lake Catherinechester, WY 60401"	(254)657-4678	Configuration: Fire TV Stick	I love everything about the fire stick. It’s easy to use and Alexa makes it quicker to get to tv shows or music.	5	1
30-Jul-18	05:51:44	8854039	David Castro	"583 Castro Port Apt. 936
Brennanside, KY 96266"	600-622-1172	Black  Show	We held off purchasing an Echo but couldn't resist during Prime Days.  The Echo works great and it's nice to have the screen.  There is still a lot more we need to learn how to do.	5	1
29-Jul-18	23:54:35	3652341	Brent Johnson	"861 Hoover Stravenue Suite 537
Reneeberg, HI 81354"	6956765425	White  Spot	 	5	1
30-Jul-18	12:55:45	2701595	Shannon Miller	"226 Sandra Vista
Brittanybury, MP 56831"	7757678522	Black  Dot	works great	5	1
12-Jun-18	09:11:40	4704907	Tyler Sawyer	"14291 Nina Haven
Perkinsborough, NE 33421"	9932188672	White	Just like new. No problems whatsoever, Alexa. Thank you.	5	1
27-Jul-18	14:00:47	4919821	Michael Meyer	"27341 Bell Mission Suite 315
West Jasonchester, PW 04045"	(205)778-8514	Black  Plus	The echo plus is very straight forward and easy to use.  It plays great sounding music and can do lots of other things.  Still learning what all it can do.  Working very well so far.	5	1
30-Jul-18	01:19:21	7254706	Parker Phillips	"911 Lopez Orchard Apt. 407
Paulchester, SC 83628"	(737)655-5021	Black  Dot	Easy to connect and the skills created for our Echo 2nd Gen worked fine with the Dot.	5	1
30-Jul-18	18:03:18	3224903	Donna Holmes	"50144 Davidson Curve Suite 837
East David, AK 82432"	2199661456	Configuration: Fire TV Stick	Super easy to set up.  Easy to use. Lots of app options available.	5	1
30-Jul-18	17:19:54	2328041	Micheal Wilson	"8165 Marissa Walks Suite 251
Scottport, IN 51839"	(496)929-6384	Sandstone Fabric 	like google better	3	1
30-Jul-18	14:02:21	6778511	Jeffrey Jones	"384 Erickson Wells Apt. 177
West Bryanshire, MD 43270"	(856)880-8549	White  Dot	so far i am liking it although i am probably not using it to the full capasity	5	1
8-Jun-18	16:13:59	5775790	Samantha Robertson	"875 Cameron Prairie Apt. 081
Patrickstad, VT 29867"	5115531975	Black	2nd one... more to come	4	1
24-May-18	16:24:18	5288586	Jaclyn Carter	"8310 Acevedo Hills
East Judy, FM 29019"	4969383006	Black	Have had no issues with this refurbished unit. It performed expected. I would buy another one if needed.	5	1
30-Jul-18	03:04:55	8149003	Mark Padilla	"4703 Clarence Locks
East Emilyhaven, NC 91914"	2376019695	Charcoal Fabric 	This device is awesome!	5	1
30-Jul-18	01:01:26	3327541	Amber Velasquez	"578 Fernandez Centers Suite 860
East Cathyfort, TN 87318"	823-281-1401	White  Dot	Easy to set up Ready to use in minutes.	5	1
30-Jul-18	13:29:34	5867778	Stephanie Duran	"1378 Scott Drive
North Elizabeth, NH 60463"	(415)481-2539	Heather Gray Fabric 	I love it, wife hates it.	5	1
30-Jul-18	02:40:34	4906123	Jeffery Brown	"1969 Holly Tunnel
New Christopher, MD 47323"	5472649358	Configuration: Fire TV Stick	Recently cut the cord on cable television. Needed an easy to install and relatively inexpensive alternative option to fill the gap. Ordered the Amazon Fire Stick from Best Buy. Instructions were short and easy to follow. I was going to order the Amazon Ethernet Adapter because I was worried about wireless speeds in my area, but thought I'd wait and see. Glad I did. Wireless connection has proved almost flawless so far. A few brief hiccups here and there, but I'm convinced that was from the Apps themselves. Don't miss the ridiculously high cable prices and am able to watch most of what I used to watch for a much lower price, which right now is a total of $50 a month. Amazon Fire Stick is limited to 1GB of memory and 8GB of storage. Thought that would be a huge issue when it came to downloading Apps and recording shows. So far it hasn't been any issue at all. The upcoming fall tv schedule, which includes the return of NFL Football, might prove more troublesome when I need to record more often. I'll worry about that then. My only real issue is that you can't really turn it off. The screen remains on and uses up electricity, although probably small amounts. Luckily when you unplug it, all downloaded Apps and recorded shows stay in memory. Not sure what happens when you have something scheduled to record when it's unplugged. Haven't tried it yet, although I don't think it'll be an issue with DirectTV Now, which I'm using right now. So far I'm loving the Amazon Fire Stick. Actually love that Amazon, which I use occasionally, come pre-installed.	5	1
30-Jul-18	19:54:46	1723396	Steven Bates	"3924 Jamie Fords Suite 128
Patrickmouth, CO 59093"	866-244-9950	Sandstone Fabric 	She works well. Needs a learning command  for unique, owners and users like. Alexa “learn” Tasha’s birthday.  Or Alexa “learn” my definition of Fine. Etc. other than that she is great	5	1
30-Jul-18	22:44:34	7448976	Kristen Taylor	"465 Samuel Lock Suite 598
West Sara, KY 88051"	(753)837-9506	Black  Dot	Great	5	1
20-Jul-18	06:17:48	2635806	Kimberly Walter	"709 Richard Lodge Apt. 649
Port Michael, VA 55674"	(258)800-8410	Black  Plus	I was suppose to get the “free” lightbulb with purchase. It did not come with Echo. Upon reading more carefully, it says to click a box to receive free bulb. 😳 of course I want the free bulb, who wouldn’t? Just a sneaky way for them to get out of having to give so many “ free”  bulbs away. Disappointed!  I have yet to set up my echo, our first purchase on any alexia device. Debating if we want to keep it. It did come quickly with my prime membership.	3	1
30-Jul-18	14:16:05	7058713	Charles Wood	"Unit 1162 Box 3613
DPO AP 86573"	678-254-6619	Black  Show	I like everything, about this ! Im still learning how to use it!	5	1
29-Jul-18	13:41:18	6548147	Dillon Perkins	"474 Carter Ford
Lake Jenniferville, MP 92541"	4422845830	Black  Show	Love it!!	5	1
29-Jul-18	08:51:13	2896620	Robert Brock	"7469 Wilson Roads
Walterville, IL 28298"	(408)848-0555	Charcoal Fabric 	I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!	5	1
28-Jul-18	16:23:37	5445829	Jennifer Ford	"4385 Garrison Curve
East Petermouth, PA 95306"	(684)725-8743	Black  Show	Ight	4	1
30-Jul-18	01:30:28	4623887	Caleb Brown	"905 Thompson Harbors Apt. 685
Tannerville, CA 98806"	4908233869	Charcoal Fabric 	It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?	4	1
29-Jul-18	18:26:27	8229628	Jason White	"29934 Henry Center
Joseton, FM 99453"	3948951134	White  Show	Echo Show is perfect for staging in the kitchen so recipes are right there. No need to print them. Wonderful device. Acoustical sounds are not as powerful as our tall cylindercal echo but we have that covered in the adjacent family room.	5	1
30-Jul-18	05:23:35	4234867	Nicholas Levine	"9283 Susan Light Suite 446
Weaverberg, IL 61349"	526-398-5389	Configuration: Fire TV Stick	Love it! It's everything I wanted and more	5	1
26-Jul-18	15:56:44	8477092	Lindsay Harrell	"489 Sarah Courts
Floresfort, IL 89685"	5514772575	Black  Plus	I was a little apprehensive about buying this because I saw reviews saying it sounds like crap. I'm no audiophile by any means so maybe it's that, but I think it sounds great considering the size. It fills my living room with sound and gets pretty loud while remaining clear. I haven't had any issues pairing with my devices or utilizing any of the voice commands. I have it paired to an EcoBee3, my Firestick, and a Phillip's Hue light bulb. I plan on adding devices as I go. I love this thing and I'm glad I scooped it up! I have only had it around 2 weeks. Will update if I run into issues.	5	1
8-Jun-18	18:13:32	3412543	Jonathan Clark	"13035 Lee Summit
South Ann, AR 61945"	968-386-4495	Black	Bought two of them and both work great. I'm not much on electronics running my home, but Alexa does all that I want and need to be done.	5	1
24-May-18	18:21:23	2110149	Jerry Rosales	"20867 Heidi Landing
Kennedyborough, DC 09316"	(959)305-1673	Black	I set up the Echo Dot and it worked for an hour and then died completely. DO NOT BUY refurbished!!!! I sent back for return the day after I received.	1	0
30-Jul-18	12:49:39	5396120	Christopher Taylor	"4493 Perkins Pines Apt. 680
Garciastad, NM 57628"	725-234-0086	Black  Dot	What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.	5	1
30-Jul-18	04:29:56	5576601	Shelby Brady	"11679 Jacqueline Mountain
Romeromouth, PR 44469"	3248725124	Charcoal Fabric 	I love having an Alexa!	5	1
30-Jul-18	08:21:32	6178744	Mr. Brandon Matthews	"111 Sarah Harbor
Port Jessica, IL 29207"	523-833-2620	Black  Spot	I love the Echo Spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!	5	1
16-Jul-18	00:33:24	7138965	Robert Wilson	"9525 Sanchez Field Suite 246
Port Priscillashire, DE 95786"	(221)379-7362	Black  Plus	Perfect!!!	5	1
30-Jul-18	18:18:07	4699921	Veronica Bell	"USCGC Diaz
FPO AP 14739"	9695958001	Black  Plus	She's [Alexa] a bit dense and still learning the way I phrase things with my NY/NJ regional accent.	4	1
4-Jul-18	19:48:56	429413	John Suarez	"69625 Amanda Garden
Jennifershire, MS 82454"	9429908674	Black	Excellent product, mint condition for a refurbished unit - you would never know it's been refurbished!	5	1
30-Jul-18	04:01:35	7123425	Ms. Gina Knight	"279 Williams Loaf Apt. 288
Vargasfurt, OR 39645"	308-877-1991	White  Dot	I'm obsessed with Alexa. She tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our TV downstairs which is so cool because why walk down the stairs if Alexa will do it for you????	5	1
30-Jul-18	04:17:07	6975258	Gerald Johnson	"525 Gutierrez Inlet Suite 268
Hernandezfort, WY 69017"	853-887-3103	Configuration: Fire TV Stick	Love it...so happy to have everything available through this	5	1
15-Jul-18	04:19:37	8847203	Donna Dean	"04381 Mayo Station
Katrinaburgh, MA 03844"	865-375-2193	White  Spot	Works great I love it, grand daughter digs the watching of cartoons on it lol	5	1
30-Jul-18	07:11:02	2604672	Lucas Scott	"5411 Lauren Pass
Williamsport, NJ 34513"	(562)762-4207	Configuration: Fire TV Stick	Easy to hook up.  Wish I knew all its capabilities	5	1
30-Jul-18	10:42:41	7054764	Randy Washington	"5883 Lori Manors
North Michelle, MD 50955"	(580)998-5512	Black  Dot	Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.	2	0
30-Jul-18	10:34:24	8385130	Benjamin Martinez	"4531 Emily Fort
South Hannahhaven, NV 97482"	9853686574	Sandstone Fabric 	Amazing product	5	1
30-Jul-18	13:05:05	8295835	Christopher Chen	"4857 Jade Path Apt. 664
South Paul, MH 69121"	(717)468-7631	Black  Show	Just like any other echo. Doesn’t disappoint	5	1
30-Jul-18	18:43:19	5592657	Kristy White	"412 Brown Spurs
Solomonstad, OK 86538"	(269)583-1082	White  Dot	Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.	3	1
30-Jul-18	20:29:45	993357	Jessica Ray	"34512 Rice Dam
Gonzaleztown, SC 21581"	(800)861-2102	Configuration: Fire TV Stick	Works amazing! I love how you can download almost anything. Some apps I couldn’t download on my Apple TV but I was able too on here!!!	5	1
30-Jul-18	20:52:11	3463744	Shawn Cole	"653 Mendoza Mount
Port Laura, NV 34236"	(279)982-6187	Black  Dot	Alarm and music, information the weather	5	1
4-Jun-18	00:44:22	1256221	Cheryl Ramos	"993 Steven Lodge Apt. 181
Port Waltermouth, AK 63758"	(402)213-8799	White	Love it! Bought for my granddaughter who is 3 for her to play music and ask questions. She is entertained for hours! Good buy in my honest opinion!	5	1
30-Jul-18	21:39:13	3774709	Carolyn Sullivan	"044 Francisco Prairie
South Krista, AL 31487"	9446386206	Black  Dot	As Always, easy to set up	4	1
30-Jul-18	18:55:51	3389169	Alexis Lawrence	"78085 Bailey Hills Apt. 338
Melissamouth, WV 30697"	(790)310-9136	White  Show	Love being able to see, as well as hear things.  Sound is better, too!	5	1
16-May-18	14:47:19	1945961	John Lopez	"370 Natalie Glens Suite 848
West Michelleshire, MP 18940"	(924)202-1544	Black	Like new	5	1
26-Jul-18	17:35:37	2667769	Shelby Lewis	"89633 Michael Unions Suite 184
Lake Joeberg, MS 86332"	(295)840-7607	Black  Spot	We love the echo spot I use it on my nightstand for alarm clock and play iHeartRadio radio while getting dressed!!	5	1
30-Jul-18	19:38:48	2288336	Zachary Conway	"2930 Smith Inlet
East Jaclynshire, AL 63623"	9339666042	Black	For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker.	4	1
30-Jul-18	21:59:19	7775827	Kimberly Snow	"5178 Brandon Keys
Arianaburgh, AZ 28093"	556-483-9532	Configuration: Fire TV Stick	Great product and easy to use	5	1
29-Jul-18	18:48:08	2773530	George Blake	"5367 Christopher Hill
Micheleberg, WV 37682"	895-808-4678	Charcoal Fabric 	Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it	5	1
25-Jul-18	12:39:25	4100518	Frances Hall	"6614 Hickman Tunnel Suite 293
West Vanessa, KY 96040"	(897)971-8929	White  Plus	I have been hesitant to purchase anything smart home because I am just not good with electronics.  However this surprised me how easy it is to set up and it links to the Bluetooth in my sound bar for my TV which provides extra sound for music, I can make calls and finally hear people when home. I do not have cable, only the paid apps like Netflix and Hulu so when Alexa provided me news stations, weather and other updates it was really great to hear! I have linked all of my accounts to her, she turns on my lights before I walk through the door. She purchases re-orders off of Amazon for my pets and I heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  This is important as an extra layer of protection for someone living alone.  My tech savvy bf went out and bought her after a week of me having her. Must buy!!!	5	1
24-Jul-18	15:15:38	4223777	Barbara Church	"26749 Smith Glens
Williemouth, MT 24513"	9377681123	White  Spot	very nice gadget. love it's look.	5	1
29-Jul-18	17:13:18	3939354	Ryan Lee	"PSC 0294, Box 3583
APO AA 37796"	(650)843-5067	Black  Plus	Love the Echo Plus!! Much better versatility than the first generation Echo. Intercom and voice-controllable smart bulbs are awesome!	5	1
30-Jul-18	08:18:00	4582554	Lindsay Meza	"296 Figueroa Villages Apt. 989
Ericbury, WI 88624"	(372)695-1037	Configuration: Fire TV Stick	Purchased this for the Man cave and loving it.	5	1
30-Jul-18	09:11:41	3860757	Katie Mclaughlin	"72066 Todd Ridges
West Paigefort, OH 62959"	(347)846-0376	Configuration: Fire TV Stick	⭐⭐⭐⭐⭐	5	1
20-May-18	06:37:09	5905747	Seth Lane	"39556 Ramirez Tunnel Apt. 572
Lake John, CO 03476"	264-400-4989	Black	Love our echo! Thing the full size version sounds better though.	4	1
30-Jul-18	23:47:46	5421823	Alison Mcmahon	"1224 Carolyn Streets
Martinberg, DE 23250"	(203)724-9476	Configuration: Fire TV Stick	 	2	0
15-Jun-18	06:35:17	4001801	Kimberly Sanders	"2347 Arnold Branch Suite 201
Robertberg, MH 15297"	8778552287	White	it works good.  very satisfied	5	1
29-Jul-18	01:20:11	2722714	Matthew Griffin	"38777 Meyers Inlet
Gregoryshire, MH 99120"	8355985084	Black  Show	This product is amazing! I love it!!! Best Buy!!! Only thing missing is Bluetooth	5	1
30-Jul-18	06:38:56	344422	Ian Wright	"05469 Joseph Creek Apt. 178
West Amy, FM 99335"	(978)936-6584	Charcoal Fabric 	The entire family loves Alexa Echo. She’s now a part of this family.	5	1
